5.581395348837209225e-01,1.926910299003322391e-01,9.302325581395348708e-02,5.980066445182724566e-02,4.651162790697674354e-02,2.657807308970099730e-02,3.322259136212624663e-03,9.966777408637873120e-03,9.966777408637873120e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.730769230769230727e-01,4.615384615384615641e-01,1.593406593406593297e-01,7.692307692307692735e-02,4.945054945054944834e-02,3.846153846153846367e-02,2.197802197802197974e-02,2.747252747252747467e-03,8.241758241758241968e-03,8.241758241758241968e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.353919239904988192e-01,1.496437054631828967e-01,3.990498812351543911e-01,1.377672209026128136e-01,6.650831353919239852e-02,4.275534441805225322e-02,3.325415676959619926e-02,1.900237529691211485e-02,2.375296912114014357e-03,7.125890736342043071e-03,7.125890736342043071e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.656652360515020905e-02,1.223175965665236065e-01,1.351931330472103121e-01,3.605150214592274804e-01,1.244635193133047241e-01,6.008583690987124443e-02,3.862660944206008917e-02,3.004291845493562221e-02,1.716738197424892698e-02,2.145922746781115872e-03,6.437768240343347617e-03,6.437768240343347617e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.986027944111776466e-02,8.982035928143712600e-02,1.137724550898203540e-01,1.257485029940119681e-01,3.353293413173652482e-01,1.157684630738523013e-01,5.588822355289421034e-02,3.592814371257484901e-02,2.794411177644710517e-02,1.596806387225548768e-02,1.996007984031935960e-03,5.988023952095808747e-03,5.988023952095808747e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.877323420074349380e-02,6.505576208178438791e-02,8.364312267657993127e-02,1.059479553903345667e-01,1.171003717472118982e-01,3.122676579925650620e-01,1.078066914498141265e-01,5.204460966542751033e-02,3.345724907063196696e-02,2.602230483271375516e-02,1.486988847583643053e-02,1.858736059479553816e-03,5.576208178438661449e-03,5.576208178438661449e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.946996466431095169e-02,6.537102473498233868e-02,6.183745583038869481e-02,7.950530035335688639e-02,1.007067137809187218e-01,1.113074204946996465e-01,2.968197879858657240e-01,1.024734982332155542e-01,4.946996466431095169e-02,3.180212014134275317e-02,2.473498233215547584e-02,1.413427561837455812e-02,1.766784452296819765e-03,5.300353356890459729e-03,5.300353356890459729e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.082191780821917637e-02,4.794520547945205213e-02,6.335616438356164726e-02,5.993150684931506517e-02,7.705479452054794787e-02,9.760273972602739878e-02,1.078767123287671242e-01,2.876712328767123128e-01,9.931506849315067942e-02,4.794520547945205213e-02,3.082191780821917637e-02,2.397260273972602607e-02,1.369863013698630061e-02,1.712328767123287576e-03,5.136986301369862729e-03,5.136986301369862729e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.341137123745819226e-02,3.010033444816053588e-02,4.682274247491638453e-02,6.187290969899665594e-02,5.852842809364548760e-02,7.525083612040134318e-02,9.531772575250836710e-02,1.053511705685618721e-01,2.809364548494983072e-01,9.698996655518395127e-02,4.682274247491638453e-02,3.010033444816053588e-02,2.341137123745819226e-02,1.337792642140468204e-02,1.672240802675585255e-03,5.016722408026755980e-03,5.016722408026755980e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.644736842105263067e-02,2.302631578947368293e-02,2.960526315789473520e-02,4.605263157894736586e-02,6.085526315789473867e-02,5.756578947368420907e-02,7.401315789473683626e-02,9.375000000000000000e-02,1.036184210526315819e-01,2.763157894736842368e-01,9.539473684210526827e-02,4.605263157894736586e-02,2.960526315789473520e-02,2.302631578947368293e-02,1.315789473684210453e-02,1.644736842105263067e-03,4.934210526315789200e-03,4.934210526315789200e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
